Financial year,Local authority name,Region,Measure,Value,Units
2015-16,West Berkshire,South East,"Requests resulting in a service (per 100,000 population)",1352,"per 100,000 population"
2015-16,West Sussex,South East,"Requests resulting in a service (per 100,000 population)",406,"per 100,000 population"
2015-16,Westminster,London,"Requests resulting in a service (per 100,000 population)",1151,"per 100,000 population"
2015-16,Wigan,North West,"Requests resulting in a service (per 100,000 population)",1626,"per 100,000 population"
2015-16,Wiltshire,South West,"Requests resulting in a service (per 100,000 population)",2366,"per 100,000 population"
2015-16,Windsor and Maidenhead,South East,"Requests resulting in a service (per 100,000 population)",1363,"per 100,000 population"
2015-16,Wirral,North West,"Requests resulting in a service (per 100,000 population)",2294,"per 100,000 population"
2015-16,Wokingham,South East,"Requests resulting in a service (per 100,000 population)",985,"per 100,000 population"
2015-16,Wolverhampton,West Midlands,"Requests resulting in a service (per 100,000 population)",1939,"per 100,000 population"
2015-16,Worcestershire,West Midlands,"Requests resulting in a service (per 100,000 population)",798,"per 100,000 population"
2015-16,York,Yorkshire and The Humber,"Requests resulting in a service (per 100,000 population)",1280,"per 100,000 population"
2015-16,Barking and Dagenham,London,Short term service provision (Percentage),78.5,Percentage
2015-16,Barnet,London,Short term service provision (Percentage),88.4,Percentage
2015-16,Barnsley,Yorkshire and The Humber,Short term service provision (Percentage),72.4,Percentage
2015-16,Bath and North East Somerset,South West,Short term service provision (Percentage),77.9,Percentage
2015-16,Bedford,East of England,Short term service provision (Percentage),68.8,Percentage
2015-16,Bexley,London,Short term service provision (Percentage),60,Percentage
2015-16,Birmingham,West Midlands,Short term service provision (Percentage),51.1,Percentage
2015-16,Blackburn with Darwen,North West,Short term service provision (Percentage),67,Percentage
2015-16,Blackpool,North West,Short term service provision (Percentage),68.6,Percentage
2015-16,Bolton,North West,Short term service provision (Percentage),90.7,Percentage
2015-16,Bournemouth,South West,Short term service provision (Percentage),84.1,Percentage
2015-16,Bracknell Forest,South East,Short term service provision (Percentage),92.6,Percentage
2015-16,Bradford,Yorkshire and The Humber,Short term service provision (Percentage),64.8,Percentage
2015-16,Brent,London,Short term service provision (Percentage),65.9,Percentage
2015-16,Brighton and Hove,South East,Short term service provision (Percentage),72.1,Percentage
2015-16,Bristol,South West,Short term service provision (Percentage),79.5,Percentage
2015-16,Bromley,London,Short term service provision (Percentage),42.5,Percentage
2015-16,Buckinghamshire,South East,Short term service provision (Percentage),64.9,Percentage
2015-16,Bury,North West,Short term service provision (Percentage),73.8,Percentage
2015-16,Calderdale,Yorkshire and The Humber,Short term service provision (Percentage),56.1,Percentage
2015-16,Cambridgeshire,East of England,Short term service provision (Percentage),93.5,Percentage
2015-16,Camden,London,Short term service provision (Percentage),71.5,Percentage
2015-16,Central Bedfordshire,East of England,Short term service provision (Percentage),65,Percentage
2015-16,Cheshire East,North West,Short term service provision (Percentage),83.2,Percentage
2015-16,Cheshire West and Chester,North West,Short term service provision (Percentage),62.9,Percentage
2015-16,City of London,London,Short term service provision (Percentage),64.7,Percentage
2015-16,Cornwall,South West,Short term service provision (Percentage),94.2,Percentage
2015-16,County Durham,North East,Short term service provision (Percentage),79.4,Percentage
2015-16,Coventry,West Midlands,Short term service provision (Percentage),67.2,Percentage
2015-16,Croydon,London,Short term service provision (Percentage),65.3,Percentage
2015-16,Cumbria,North West,Short term service provision (Percentage),54.3,Percentage
2015-16,Darlington,North East,Short term service provision (Percentage),80.3,Percentage
2015-16,Derby,East Midlands,Short term service provision (Percentage),86,Percentage
2015-16,Derbyshire,East Midlands,Short term service provision (Percentage),87.8,Percentage
2015-16,Devon,South West,Short term service provision (Percentage),87.8,Percentage
2015-16,Doncaster,Yorkshire and The Humber,Short term service provision (Percentage),78.3,Percentage
2015-16,Dorset,South West,Short term service provision (Percentage),91.8,Percentage
2015-16,Dudley,West Midlands,Short term service provision (Percentage),54.8,Percentage
2015-16,Ealing,London,Short term service provision (Percentage),70.7,Percentage
2015-16,East Riding of Yorkshire,Yorkshire and The Humber,Short term service provision (Percentage),76.9,Percentage
2015-16,East Sussex,South East,Short term service provision (Percentage),90.5,Percentage
2015-16,Enfield,London,Short term service provision (Percentage),76.5,Percentage
2015-16,Essex,East of England,Short term service provision (Percentage),83.2,Percentage
2015-16,Gateshead,North East,Short term service provision (Percentage),77.5,Percentage
2015-16,Gloucestershire,South West,Short term service provision (Percentage),89.2,Percentage
2015-16,Greenwich,London,Short term service provision (Percentage),65.2,Percentage
2015-16,Hackney,London,Short term service provision (Percentage),71,Percentage
2015-16,Halton,North West,Short term service provision (Percentage),81.2,Percentage
2015-16,Hammersmith and Fulham,London,Short term service provision (Percentage),80.7,Percentage
2015-16,Hampshire,South East,Short term service provision (Percentage),70.3,Percentage
2015-16,Haringey,London,Short term service provision (Percentage),76.9,Percentage
2015-16,Harrow,London,Short term service provision (Percentage),50.6,Percentage
2015-16,Hartlepool,North East,Short term service provision (Percentage),73.5,Percentage
2015-16,Havering,London,Short term service provision (Percentage),75.8,Percentage
2015-16,Herefordshire,West Midlands,Short term service provision (Percentage),82.1,Percentage
2015-16,Hertfordshire,East of England,Short term service provision (Percentage),85.7,Percentage
2015-16,Hillingdon,London,Short term service provision (Percentage),73.7,Percentage
2015-16,Hounslow,London,Short term service provision (Percentage),77.6,Percentage
2015-16,Isle of Wight,South East,Short term service provision (Percentage),90.5,Percentage
2015-16,Isles of Scilly,South West,Short term service provision (Percentage),33.3,Percentage
2015-16,Islington,London,Short term service provision (Percentage),94.8,Percentage
2015-16,Kensington and Chelsea,London,Short term service provision (Percentage),81.5,Percentage
2015-16,Kent,South East,Short term service provision (Percentage),77.5,Percentage
2015-16,Kingston Upon Hull,Yorkshire and The Humber,Short term service provision (Percentage),56.1,Percentage
2015-16,Kingston upon Thames,London,Short term service provision (Percentage),66.4,Percentage
2015-16,Kirklees,Yorkshire and The Humber,Short term service provision (Percentage),78,Percentage
2015-16,Knowsley,North West,Short term service provision (Percentage),49.6,Percentage
